2026-06-12 02:00:33 | INFO     | ingest:715 | Workspace Audit Verified: Perfect data structure match. All 11 compliance manuals accounted for.
2026-06-12 02:00:33 | ERROR    | ingest:634 | Pipeline Interruption [RBI_Agency_Commission_2026.pdf.pdf]: Processing failure profile -> Failed parsing PDF structures for data\RBI_Agency_Commission_2026.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:00:33 | INFO     | ingest:604 | Processing structural pipeline workflow states for: RBI_Master_Directions_2018.pdf.pdf
2026-06-12 02:00:33 | INFO     | ingest:147 | Initiating binary text extraction sequence for: RBI_Master_Directions_2018.pdf.pdf
2026-06-12 02:00:33 | ERROR    | ingest:185 | Critical execution fault during parsing phase of RBI_Master_Directions_2018.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:00:33 | ERROR    | ingest:634 | Pipeline Interruption [RBI_Master_Directions_2018.pdf.pdf]: Processing failure profile -> Failed parsing PDF structures for data\RBI_Master_Directions_2018.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:00:33 | INFO     | ingest:604 | Processing structural pipeline workflow states for: RBI_Operational_Guidelines_2018.pdf.pdf
2026-06-12 02:00:33 | INFO     | ingest:147 | Initiating binary text extraction sequence for: RBI_Operational_Guidelines_2018.pdf.pdf
2026-06-12 02:00:33 | ERROR    | ingest:185 | Critical execution fault during parsing phase of RBI_Operational_Guidelines_2018.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:00:33 | ERROR    | ingest:634 | Pipeline Interruption [RBI_Operational_Guidelines_2018.pdf.pdf]: Processing failure profile -> Failed parsing PDF structures for data\RBI_Operational_Guidelines_2018.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:00:33 | INFO     | ingest:604 | Processing structural pipeline workflow states for: RBI_Pension_Disbursement_2026.pdf.pdf
2026-06-12 02:00:33 | INFO     | ingest:147 | Initiating binary text extraction sequence for: RBI_Pension_Disbursement_2026.pdf.pdf
2026-06-12 02:00:33 | ERROR    | ingest:185 | Critical execution fault during parsing phase of RBI_Pension_Disbursement_2026.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:00:33 | ERROR    | ingest:634 | Pipeline Interruption [RBI_Pension_Disbursement_2026.pdf.pdf]: Processing failure profile -> Failed parsing PDF structures for data\RBI_Pension_Disbursement_2026.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:00:33 | INFO     | ingest:604 | Processing structural pipeline workflow states for: SEBI_ICDR_2026.pdf.pdf
2026-06-12 02:00:33 | INFO     | ingest:147 | Initiating binary text extraction sequence for: SEBI_ICDR_2026.pdf.pdf
2026-06-12 02:00:33 | ERROR    | ingest:185 | Critical execution fault during parsing phase of SEBI_ICDR_2026.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:00:33 | ERROR    | ingest:634 | Pipeline Interruption [SEBI_ICDR_2026.pdf.pdf]: Processing failure profile -> Failed parsing PDF structures for data\SEBI_ICDR_2026.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:00:33 | INFO     | ingest:604 | Processing structural pipeline workflow states for: SEBI_LODR_2026.pdf.pdf
2026-06-12 02:00:33 | INFO     | ingest:147 | Initiating binary text extraction sequence for: SEBI_LODR_2026.pdf.pdf
2026-06-12 02:00:33 | ERROR    | ingest:185 | Critical execution fault during parsing phase of SEBI_LODR_2026.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:00:33 | ERROR    | ingest:634 | Pipeline Interruption [SEBI_LODR_2026.pdf.pdf]: Processing failure profile -> Failed parsing PDF structures for data\SEBI_LODR_2026.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:00:33 | INFO     | ingest:604 | Processing structural pipeline workflow states for: SEBI_PIT_2025.pdf.pdf
2026-06-12 02:00:33 | INFO     | ingest:147 | Initiating binary text extraction sequence for: SEBI_PIT_2025.pdf.pdf
2026-06-12 02:00:33 | ERROR    | ingest:185 | Critical execution fault during parsing phase of SEBI_PIT_2025.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:00:33 | ERROR    | ingest:634 | Pipeline Interruption [SEBI_PIT_2025.pdf.pdf]: Processing failure profile -> Failed parsing PDF structures for data\SEBI_PIT_2025.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:00:33 | ERROR    | ingest:642 | Critical Pipeline Halt: Processing cycles terminated. Extracted text chunk calculations resulted in 0 records.
2026-06-12 02:02:23 | INFO     | ingest:715 | Workspace Audit Verified: Perfect data structure match. All 11 compliance manuals accounted for.
2026-06-12 02:02:23 | INFO     | ingest:577 | =========================================================================
2026-06-12 02:02:23 | INFO     | ingest:578 | LAUNCHING ENTERPRISE REGULATORY COMPLIANCE RAG INGESTION PIPELINE
2026-06-12 02:02:23 | INFO     | ingest:579 | Targeting Source Workspace: C:\Users\raghava\OneDrive\Desktop\regulatory_rag\data
2026-06-12 02:02:23 | INFO     | ingest:580 | =========================================================================
2026-06-12 02:02:23 | INFO     | ingest:593 | Workspace Scan complete. Identified 11 source compliance files for structural ingestion processing.
2026-06-12 02:02:23 | INFO     | ingest:604 | Processing structural pipeline workflow states for: Basel_III_2017.pdf.pdf
2026-06-12 02:02:23 | INFO     | ingest:147 | Initiating binary text extraction sequence for: Basel_III_2017.pdf.pdf
2026-06-12 02:02:24 | ERROR    | ingest:185 | Critical execution fault during parsing phase of Basel_III_2017.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:24 | ERROR    | ingest:634 | Pipeline Interruption [Basel_III_2017.pdf.pdf]: Processing failure profile -> Failed parsing PDF structures for data\Basel_III_2017.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:24 | INFO     | ingest:604 | Processing structural pipeline workflow states for: Basel_LCR_2013.pdf.pdf
2026-06-12 02:02:24 | INFO     | ingest:147 | Initiating binary text extraction sequence for: Basel_LCR_2013.pdf.pdf
2026-06-12 02:02:24 | ERROR    | ingest:185 | Critical execution fault during parsing phase of Basel_LCR_2013.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:24 | ERROR    | ingest:634 | Pipeline Interruption [Basel_LCR_2013.pdf.pdf]: Processing failure profile -> Failed parsing PDF structures for data\Basel_LCR_2013.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:24 | INFO     | ingest:604 | Processing structural pipeline workflow states for: Basel_Market_Risk_2019.pdf.pdf
2026-06-12 02:02:24 | INFO     | ingest:147 | Initiating binary text extraction sequence for: Basel_Market_Risk_2019.pdf.pdf
2026-06-12 02:02:24 | ERROR    | ingest:185 | Critical execution fault during parsing phase of Basel_Market_Risk_2019.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:24 | ERROR    | ingest:634 | Pipeline Interruption [Basel_Market_Risk_2019.pdf.pdf]: Processing failure profile -> Failed parsing PDF structures for data\Basel_Market_Risk_2019.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:24 | INFO     | ingest:604 | Processing structural pipeline workflow states for: Basel_NSFR_2014.pdf.pdf
2026-06-12 02:02:24 | INFO     | ingest:147 | Initiating binary text extraction sequence for: Basel_NSFR_2014.pdf.pdf
2026-06-12 02:02:24 | ERROR    | ingest:185 | Critical execution fault during parsing phase of Basel_NSFR_2014.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:24 | ERROR    | ingest:634 | Pipeline Interruption [Basel_NSFR_2014.pdf.pdf]: Processing failure profile -> Failed parsing PDF structures for data\Basel_NSFR_2014.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:24 | INFO     | ingest:604 | Processing structural pipeline workflow states for: RBI_Agency_Commission_2026.pdf.pdf
2026-06-12 02:02:24 | INFO     | ingest:147 | Initiating binary text extraction sequence for: RBI_Agency_Commission_2026.pdf.pdf
2026-06-12 02:02:24 | ERROR    | ingest:185 | Critical execution fault during parsing phase of RBI_Agency_Commission_2026.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:24 | ERROR    | ingest:634 | Pipeline Interruption [RBI_Agency_Commission_2026.pdf.pdf]: Processing failure profile -> Failed parsing PDF structures for data\RBI_Agency_Commission_2026.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:24 | INFO     | ingest:604 | Processing structural pipeline workflow states for: RBI_Master_Directions_2018.pdf.pdf
2026-06-12 02:02:24 | INFO     | ingest:147 | Initiating binary text extraction sequence for: RBI_Master_Directions_2018.pdf.pdf
2026-06-12 02:02:24 | ERROR    | ingest:185 | Critical execution fault during parsing phase of RBI_Master_Directions_2018.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:24 | ERROR    | ingest:634 | Pipeline Interruption [RBI_Master_Directions_2018.pdf.pdf]: Processing failure profile -> Failed parsing PDF structures for data\RBI_Master_Directions_2018.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:24 | INFO     | ingest:604 | Processing structural pipeline workflow states for: RBI_Operational_Guidelines_2018.pdf.pdf
2026-06-12 02:02:24 | INFO     | ingest:147 | Initiating binary text extraction sequence for: RBI_Operational_Guidelines_2018.pdf.pdf
2026-06-12 02:02:24 | ERROR    | ingest:185 | Critical execution fault during parsing phase of RBI_Operational_Guidelines_2018.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:24 | ERROR    | ingest:634 | Pipeline Interruption [RBI_Operational_Guidelines_2018.pdf.pdf]: Processing failure profile -> Failed parsing PDF structures for data\RBI_Operational_Guidelines_2018.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:24 | INFO     | ingest:604 | Processing structural pipeline workflow states for: RBI_Pension_Disbursement_2026.pdf.pdf
2026-06-12 02:02:24 | INFO     | ingest:147 | Initiating binary text extraction sequence for: RBI_Pension_Disbursement_2026.pdf.pdf
2026-06-12 02:02:24 | ERROR    | ingest:185 | Critical execution fault during parsing phase of RBI_Pension_Disbursement_2026.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:24 | ERROR    | ingest:634 | Pipeline Interruption [RBI_Pension_Disbursement_2026.pdf.pdf]: Processing failure profile -> Failed parsing PDF structures for data\RBI_Pension_Disbursement_2026.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:24 | INFO     | ingest:604 | Processing structural pipeline workflow states for: SEBI_ICDR_2026.pdf.pdf
2026-06-12 02:02:24 | INFO     | ingest:147 | Initiating binary text extraction sequence for: SEBI_ICDR_2026.pdf.pdf
2026-06-12 02:02:25 | ERROR    | ingest:185 | Critical execution fault during parsing phase of SEBI_ICDR_2026.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:25 | ERROR    | ingest:634 | Pipeline Interruption [SEBI_ICDR_2026.pdf.pdf]: Processing failure profile -> Failed parsing PDF structures for data\SEBI_ICDR_2026.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:25 | INFO     | ingest:604 | Processing structural pipeline workflow states for: SEBI_LODR_2026.pdf.pdf
2026-06-12 02:02:25 | INFO     | ingest:147 | Initiating binary text extraction sequence for: SEBI_LODR_2026.pdf.pdf
2026-06-12 02:02:25 | ERROR    | ingest:185 | Critical execution fault during parsing phase of SEBI_LODR_2026.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:25 | ERROR    | ingest:634 | Pipeline Interruption [SEBI_LODR_2026.pdf.pdf]: Processing failure profile -> Failed parsing PDF structures for data\SEBI_LODR_2026.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:25 | INFO     | ingest:604 | Processing structural pipeline workflow states for: SEBI_PIT_2025.pdf.pdf
2026-06-12 02:02:25 | INFO     | ingest:147 | Initiating binary text extraction sequence for: SEBI_PIT_2025.pdf.pdf
2026-06-12 02:02:25 | ERROR    | ingest:185 | Critical execution fault during parsing phase of SEBI_PIT_2025.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:25 | ERROR    | ingest:634 | Pipeline Interruption [SEBI_PIT_2025.pdf.pdf]: Processing failure profile -> Failed parsing PDF structures for data\SEBI_PIT_2025.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:25 | ERROR    | ingest:642 | Critical Pipeline Halt: Processing cycles terminated. Extracted text chunk calculations resulted in 0 records.
2026-06-12 02:02:42 | INFO     | ingest:715 | Workspace Audit Verified: Perfect data structure match. All 11 compliance manuals accounted for.
2026-06-12 02:02:42 | INFO     | ingest:577 | =========================================================================
2026-06-12 02:02:42 | INFO     | ingest:578 | LAUNCHING ENTERPRISE REGULATORY COMPLIANCE RAG INGESTION PIPELINE
2026-06-12 02:02:42 | INFO     | ingest:579 | Targeting Source Workspace: C:\Users\raghava\OneDrive\Desktop\regulatory_rag\data
2026-06-12 02:02:42 | INFO     | ingest:580 | =========================================================================
2026-06-12 02:02:42 | INFO     | ingest:593 | Workspace Scan complete. Identified 11 source compliance files for structural ingestion processing.
2026-06-12 02:02:42 | INFO     | ingest:604 | Processing structural pipeline workflow states for: Basel_III_2017.pdf.pdf
2026-06-12 02:02:42 | INFO     | ingest:147 | Initiating binary text extraction sequence for: Basel_III_2017.pdf.pdf
2026-06-12 02:02:42 | ERROR    | ingest:185 | Critical execution fault during parsing phase of Basel_III_2017.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:42 | ERROR    | ingest:634 | Pipeline Interruption [Basel_III_2017.pdf.pdf]: Processing failure profile -> Failed parsing PDF structures for data\Basel_III_2017.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:42 | INFO     | ingest:604 | Processing structural pipeline workflow states for: Basel_LCR_2013.pdf.pdf
2026-06-12 02:02:42 | INFO     | ingest:147 | Initiating binary text extraction sequence for: Basel_LCR_2013.pdf.pdf
2026-06-12 02:02:43 | ERROR    | ingest:185 | Critical execution fault during parsing phase of Basel_LCR_2013.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:43 | ERROR    | ingest:634 | Pipeline Interruption [Basel_LCR_2013.pdf.pdf]: Processing failure profile -> Failed parsing PDF structures for data\Basel_LCR_2013.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:43 | INFO     | ingest:604 | Processing structural pipeline workflow states for: Basel_Market_Risk_2019.pdf.pdf
2026-06-12 02:02:43 | INFO     | ingest:147 | Initiating binary text extraction sequence for: Basel_Market_Risk_2019.pdf.pdf
2026-06-12 02:02:43 | ERROR    | ingest:185 | Critical execution fault during parsing phase of Basel_Market_Risk_2019.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:43 | ERROR    | ingest:634 | Pipeline Interruption [Basel_Market_Risk_2019.pdf.pdf]: Processing failure profile -> Failed parsing PDF structures for data\Basel_Market_Risk_2019.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:43 | INFO     | ingest:604 | Processing structural pipeline workflow states for: Basel_NSFR_2014.pdf.pdf
2026-06-12 02:02:43 | INFO     | ingest:147 | Initiating binary text extraction sequence for: Basel_NSFR_2014.pdf.pdf
2026-06-12 02:02:43 | ERROR    | ingest:185 | Critical execution fault during parsing phase of Basel_NSFR_2014.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:43 | ERROR    | ingest:634 | Pipeline Interruption [Basel_NSFR_2014.pdf.pdf]: Processing failure profile -> Failed parsing PDF structures for data\Basel_NSFR_2014.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:43 | INFO     | ingest:604 | Processing structural pipeline workflow states for: RBI_Agency_Commission_2026.pdf.pdf
2026-06-12 02:02:43 | INFO     | ingest:147 | Initiating binary text extraction sequence for: RBI_Agency_Commission_2026.pdf.pdf
2026-06-12 02:02:43 | ERROR    | ingest:185 | Critical execution fault during parsing phase of RBI_Agency_Commission_2026.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:43 | ERROR    | ingest:634 | Pipeline Interruption [RBI_Agency_Commission_2026.pdf.pdf]: Processing failure profile -> Failed parsing PDF structures for data\RBI_Agency_Commission_2026.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:43 | INFO     | ingest:604 | Processing structural pipeline workflow states for: RBI_Master_Directions_2018.pdf.pdf
2026-06-12 02:02:43 | INFO     | ingest:147 | Initiating binary text extraction sequence for: RBI_Master_Directions_2018.pdf.pdf
2026-06-12 02:02:43 | ERROR    | ingest:185 | Critical execution fault during parsing phase of RBI_Master_Directions_2018.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:43 | ERROR    | ingest:634 | Pipeline Interruption [RBI_Master_Directions_2018.pdf.pdf]: Processing failure profile -> Failed parsing PDF structures for data\RBI_Master_Directions_2018.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:43 | INFO     | ingest:604 | Processing structural pipeline workflow states for: RBI_Operational_Guidelines_2018.pdf.pdf
2026-06-12 02:02:43 | INFO     | ingest:147 | Initiating binary text extraction sequence for: RBI_Operational_Guidelines_2018.pdf.pdf
2026-06-12 02:02:43 | ERROR    | ingest:185 | Critical execution fault during parsing phase of RBI_Operational_Guidelines_2018.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:43 | ERROR    | ingest:634 | Pipeline Interruption [RBI_Operational_Guidelines_2018.pdf.pdf]: Processing failure profile -> Failed parsing PDF structures for data\RBI_Operational_Guidelines_2018.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:43 | INFO     | ingest:604 | Processing structural pipeline workflow states for: RBI_Pension_Disbursement_2026.pdf.pdf
2026-06-12 02:02:43 | INFO     | ingest:147 | Initiating binary text extraction sequence for: RBI_Pension_Disbursement_2026.pdf.pdf
2026-06-12 02:02:44 | ERROR    | ingest:185 | Critical execution fault during parsing phase of RBI_Pension_Disbursement_2026.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:44 | ERROR    | ingest:634 | Pipeline Interruption [RBI_Pension_Disbursement_2026.pdf.pdf]: Processing failure profile -> Failed parsing PDF structures for data\RBI_Pension_Disbursement_2026.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:44 | INFO     | ingest:604 | Processing structural pipeline workflow states for: SEBI_ICDR_2026.pdf.pdf
2026-06-12 02:02:44 | INFO     | ingest:147 | Initiating binary text extraction sequence for: SEBI_ICDR_2026.pdf.pdf
2026-06-12 02:02:45 | ERROR    | ingest:185 | Critical execution fault during parsing phase of SEBI_ICDR_2026.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:45 | ERROR    | ingest:634 | Pipeline Interruption [SEBI_ICDR_2026.pdf.pdf]: Processing failure profile -> Failed parsing PDF structures for data\SEBI_ICDR_2026.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:45 | INFO     | ingest:604 | Processing structural pipeline workflow states for: SEBI_LODR_2026.pdf.pdf
2026-06-12 02:02:45 | INFO     | ingest:147 | Initiating binary text extraction sequence for: SEBI_LODR_2026.pdf.pdf
2026-06-12 02:02:45 | ERROR    | ingest:185 | Critical execution fault during parsing phase of SEBI_LODR_2026.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:45 | ERROR    | ingest:634 | Pipeline Interruption [SEBI_LODR_2026.pdf.pdf]: Processing failure profile -> Failed parsing PDF structures for data\SEBI_LODR_2026.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:45 | INFO     | ingest:604 | Processing structural pipeline workflow states for: SEBI_PIT_2025.pdf.pdf
2026-06-12 02:02:45 | INFO     | ingest:147 | Initiating binary text extraction sequence for: SEBI_PIT_2025.pdf.pdf
2026-06-12 02:02:45 | ERROR    | ingest:185 | Critical execution fault during parsing phase of SEBI_PIT_2025.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:45 | ERROR    | ingest:634 | Pipeline Interruption [SEBI_PIT_2025.pdf.pdf]: Processing failure profile -> Failed parsing PDF structures for data\SEBI_PIT_2025.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:02:45 | ERROR    | ingest:642 | Critical Pipeline Halt: Processing cycles terminated. Extracted text chunk calculations resulted in 0 records.
2026-06-12 02:03:46 | INFO     | ingest:715 | Workspace Audit Verified: Perfect data structure match. All 11 compliance manuals accounted for.
2026-06-12 02:03:46 | INFO     | ingest:577 | =========================================================================
2026-06-12 02:03:46 | INFO     | ingest:578 | LAUNCHING ENTERPRISE REGULATORY COMPLIANCE RAG INGESTION PIPELINE
2026-06-12 02:03:46 | INFO     | ingest:579 | Targeting Source Workspace: C:\Users\raghava\OneDrive\Desktop\regulatory_rag\data
2026-06-12 02:03:46 | INFO     | ingest:580 | =========================================================================
2026-06-12 02:03:46 | INFO     | ingest:593 | Workspace Scan complete. Identified 11 source compliance files for structural ingestion processing.
2026-06-12 02:03:46 | INFO     | ingest:604 | Processing structural pipeline workflow states for: Basel_III_2017.pdf.pdf
2026-06-12 02:03:46 | INFO     | ingest:147 | Initiating binary text extraction sequence for: Basel_III_2017.pdf.pdf
2026-06-12 02:03:46 | ERROR    | ingest:185 | Critical execution fault during parsing phase of Basel_III_2017.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:03:46 | ERROR    | ingest:634 | Pipeline Interruption [Basel_III_2017.pdf.pdf]: Processing failure profile -> Failed parsing PDF structures for data\Basel_III_2017.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:03:46 | INFO     | ingest:604 | Processing structural pipeline workflow states for: Basel_LCR_2013.pdf.pdf
2026-06-12 02:03:46 | INFO     | ingest:147 | Initiating binary text extraction sequence for: Basel_LCR_2013.pdf.pdf
2026-06-12 02:03:46 | ERROR    | ingest:185 | Critical execution fault during parsing phase of Basel_LCR_2013.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:03:46 | ERROR    | ingest:634 | Pipeline Interruption [Basel_LCR_2013.pdf.pdf]: Processing failure profile -> Failed parsing PDF structures for data\Basel_LCR_2013.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:03:46 | INFO     | ingest:604 | Processing structural pipeline workflow states for: Basel_Market_Risk_2019.pdf.pdf
2026-06-12 02:03:46 | INFO     | ingest:147 | Initiating binary text extraction sequence for: Basel_Market_Risk_2019.pdf.pdf
2026-06-12 02:03:46 | ERROR    | ingest:185 | Critical execution fault during parsing phase of Basel_Market_Risk_2019.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:03:46 | ERROR    | ingest:634 | Pipeline Interruption [Basel_Market_Risk_2019.pdf.pdf]: Processing failure profile -> Failed parsing PDF structures for data\Basel_Market_Risk_2019.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:03:46 | INFO     | ingest:604 | Processing structural pipeline workflow states for: Basel_NSFR_2014.pdf.pdf
2026-06-12 02:03:46 | INFO     | ingest:147 | Initiating binary text extraction sequence for: Basel_NSFR_2014.pdf.pdf
2026-06-12 02:03:46 | ERROR    | ingest:185 | Critical execution fault during parsing phase of Basel_NSFR_2014.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:03:46 | ERROR    | ingest:634 | Pipeline Interruption [Basel_NSFR_2014.pdf.pdf]: Processing failure profile -> Failed parsing PDF structures for data\Basel_NSFR_2014.pdf.pdf: 'PDF' object has no attribute 'is_encrypted'
2026-06-12 02:03:46 | INFO     | ingest:604 | Processing structural pipeline workflow states for: RBI_Agency_Commission_2026.pdf.pdf
